Post;Up;Down;Total
2009;5;0;5
2010;5;0;5
2011;2;0;2
2013;1;1;0
2014;1;0;1
2015;2;0;2
2016;2;0;2
2017;2;0;2
2018;2;0;2
2019;2;0;2
2020;1;0;1
2022;3;0;3
2023;1;0;1
2024;1;0;1
2025;5;0;5
2026;8;0;8
2027;1;0;1
2028;12;0;12
2030;2;0;2
2032;1;0;1
2037;1;0;1
2038;2;0;2
2039;2;0;2
2040;16;0;16
2041;1;0;1
2042;3;0;3
2043;5;0;5
2044;3;0;3
2045;3;0;3
2046;1;0;1
2047;1;0;1
2049;5;0;5
2051;1;0;1
2053;1;0;1
2056;1;0;1
2057;1;0;1
2061;1;0;1
2063;4;0;4
2064;1;0;1
2065;2;0;2
2067;4;0;4
2068;10;0;10
2069;1;0;1
2070;5;0;5
2071;4;0;4
2072;1;0;1
2073;4;0;4
2074;1;0;1
2075;2;0;2
2076;3;0;3
2077;1;2;-1
2078;3;0;3
2079;3;0;3
2080;4;0;4
2081;1;0;1
2082;8;0;8
2083;2;0;2
2085;4;0;4
2086;3;0;3
2087;2;0;2
2088;7;0;7
2089;1;1;0
2090;4;0;4
2091;5;0;5
2092;4;0;4
2093;3;0;3
2094;4;0;4
2095;1;0;1
2096;2;0;2
2097;1;0;1
2098;2;0;2
2099;2;0;2
2100;22;0;22
2101;5;0;5
2102;2;0;2
2103;1;0;1
2105;2;0;2
2106;5;0;5
2107;5;0;5
2109;1;0;1
2110;2;0;2
2111;2;0;2
2112;3;0;3
2114;3;0;3
2117;3;0;3
2119;5;0;5
2120;3;0;3
2121;1;0;1
2122;3;0;3
2124;6;0;6
2125;2;0;2
2126;3;0;3
2127;7;0;7
2128;1;0;1
2129;1;0;1
2132;1;0;1
2133;5;0;5
2136;5;0;5
2137;2;0;2
2138;8;0;8
2141;3;0;3
2142;2;0;2
2143;21;0;21
2144;23;0;23
2145;3;0;3
2146;1;0;1
2148;2;0;2
2153;1;0;1
2154;0;1;-1
2156;3;0;3
2157;3;0;3
2158;3;0;3
2160;2;0;2
2161;2;0;2
2162;6;0;6
2163;0;1;-1
2164;1;0;1
2165;2;0;2
2167;1;0;1
2168;1;0;1
2169;1;0;1
2171;17;0;17
2172;2;0;2
2173;4;2;2
2174;5;0;5
2175;2;0;2
2176;1;0;1
2177;4;0;4
2178;2;0;2
2180;1;1;0
2181;1;0;1
2182;1;0;1
2184;1;0;1
2185;4;0;4
2186;15;0;15
2189;3;0;3
2190;1;0;1
2191;3;0;3
2192;1;0;1
2193;2;0;2
2194;10;0;10
2195;0;2;-2
2196;3;0;3
2197;2;0;2
2198;4;0;4
2200;2;0;2
2202;3;0;3
2203;3;0;3
2204;3;0;3
2205;2;0;2
2206;4;0;4
2207;5;0;5
2208;1;1;0
2209;2;0;2
2210;2;0;2
2212;2;0;2
2213;21;0;21
2214;22;0;22
2215;1;0;1
2216;3;0;3
2219;1;0;1
2223;2;0;2
2224;4;0;4
2225;3;0;3
2226;1;0;1
2227;1;0;1
2228;1;0;1
2229;1;0;1
2230;3;0;3
2232;2;0;2
2233;1;0;1
2234;1;0;1
2236;4;0;4
2237;3;0;3
2238;4;0;4
2241;1;0;1
2242;1;0;1
2243;2;0;2
2244;1;0;1
2247;1;0;1
2248;1;0;1
2249;2;0;2
2251;1;0;1
2254;0;1;-1
2255;5;0;5
2259;1;0;1
2260;2;0;2
2261;2;0;2
2262;2;0;2
2264;2;0;2
2265;1;0;1
2266;3;0;3
2267;1;0;1
2269;3;0;3
2270;4;1;3
2271;1;0;1
2274;1;0;1
2275;3;0;3
2276;3;0;3
2277;6;0;6
2278;3;0;3
2279;12;0;12
2280;7;0;7
2281;15;0;15
2282;1;0;1
2284;3;0;3
2285;17;0;17
2286;13;0;13
2288;1;0;1
2289;6;0;6
2292;1;0;1
2293;5;0;5
2294;1;0;1
2297;1;0;1
2299;1;0;1
2300;1;0;1
2301;2;0;2
2302;9;0;9
2303;1;0;1
2304;16;1;15
2305;1;0;1
2307;1;0;1
2308;3;0;3
2309;3;1;2
2310;1;0;1
2311;3;0;3
2312;6;0;6
2314;4;0;4
2315;1;0;1
2316;1;0;1
2317;1;0;1
2318;1;0;1
2319;1;0;1
2320;1;0;1
2321;2;0;2
2324;1;0;1
2326;1;0;1
2327;2;0;2
2330;2;0;2
2331;6;0;6
2334;1;0;1
2335;3;0;3
2337;5;0;5
2338;3;0;3
2339;2;0;2
2340;4;0;4
2341;3;0;3
2342;5;0;5
2343;1;0;1
2346;6;0;6
2347;4;1;3
2348;1;0;1
2349;3;0;3
2351;1;0;1
2352;2;0;2
2355;1;0;1
2357;2;0;2
2358;1;0;1
2361;2;0;2
2362;2;0;2
2364;1;0;1
2365;1;0;1
2366;3;0;3
2368;5;0;5
2369;1;0;1
2370;3;0;3
2371;2;0;2
2372;1;0;1
2373;2;0;2
2374;3;0;3
2376;2;0;2
2377;4;0;4
2378;3;0;3
2379;2;0;2
2380;6;0;6
2381;1;0;1
2382;5;0;5
2383;3;0;3
2385;3;0;3
2388;8;0;8
2389;5;0;5
2390;3;0;3
2391;9;0;9
2392;5;0;5
2393;6;0;6
2395;3;0;3
2396;1;0;1
2397;2;0;2
2398;4;0;4
2399;1;0;1
2400;1;0;1
2402;2;0;2
2403;2;0;2
2404;18;1;17
2405;2;0;2
2406;8;0;8
2407;5;1;4
2408;1;0;1
2409;2;0;2
2410;7;0;7
2411;5;0;5
2412;9;0;9
2413;2;0;2
2414;2;0;2
2415;4;0;4
2417;1;0;1
2418;1;0;1
2420;1;0;1
2421;1;5;-4
2422;4;0;4
2423;4;0;4
2424;1;1;0
2425;2;0;2
2426;1;0;1
2427;2;0;2
2429;5;0;5
2430;2;0;2
2432;1;0;1
2433;1;0;1
2434;3;0;3
2436;3;0;3
2437;6;0;6
2438;9;0;9
2439;1;0;1
2440;2;0;2
2441;2;0;2
2443;1;0;1
2444;3;0;3
2446;2;0;2
2447;1;0;1
2448;3;0;3
2449;6;0;6
2450;6;0;6
2451;1;0;1
2452;1;0;1
2453;8;0;8
2454;2;0;2
2455;2;0;2
2456;2;0;2
2457;4;0;4
2458;3;0;3
2459;3;0;3
2460;1;0;1
2461;4;0;4
2463;2;2;0
2464;1;0;1
2466;1;0;1
2467;1;0;1
2469;1;0;1
2471;1;0;1
2472;3;0;3
2474;8;0;8
2476;4;0;4
2477;8;0;8
2478;1;0;1
2479;4;1;3
2481;2;0;2
2482;5;0;5
2483;1;0;1
2485;1;0;1
2486;7;0;7
2487;1;0;1
2488;6;0;6
2490;10;0;10
2491;5;0;5
2493;1;0;1
2494;2;0;2
2495;5;1;4
2497;3;0;3
2498;2;0;2
2499;3;0;3
2501;3;0;3
2502;17;1;16
2503;1;0;1
2504;2;0;2
2505;2;0;2
2506;5;0;5
2507;2;0;2
2508;2;0;2
2509;1;0;1
2510;3;0;3
2511;8;0;8
2512;1;0;1
2513;3;0;3
2516;1;0;1
2517;1;0;1
2518;2;0;2
2521;12;0;12
2522;2;0;2
2525;2;1;1
2526;4;0;4
2527;3;0;3
2528;1;0;1
2530;7;0;7
2531;4;0;4
2532;3;0;3
2533;1;0;1
2534;6;0;6
2535;3;0;3
2538;1;0;1
2539;2;0;2
2540;1;0;1
2541;2;0;2
2542;0;1;-1
2543;1;0;1
2544;5;0;5
2545;4;0;4
2546;2;0;2
2547;1;0;1
2548;2;0;2
2549;3;0;3
2550;1;0;1
2554;5;0;5
2555;2;0;2
2557;1;0;1
2558;3;0;3
2559;4;0;4
2560;3;0;3
2561;5;0;5
2562;1;0;1
2563;0;1;-1
2564;2;0;2
2565;1;0;1
2566;4;0;4
2567;8;0;8
2568;2;1;1
2569;1;0;1
2570;2;0;2
2572;3;0;3
2574;7;0;7
2575;2;0;2
2576;3;0;3
2577;11;0;11
2578;1;0;1
2579;1;0;1
2582;1;0;1
2583;0;2;-2
2585;0;3;-3
2586;13;0;13
2587;2;0;2
2588;2;0;2
2589;2;0;2
2590;5;0;5
2591;1;0;1
2592;1;0;1
2593;4;0;4
2594;12;0;12
2595;16;0;16
2596;4;0;4
2597;2;0;2
2598;0;3;-3
2599;2;1;1
2600;5;0;5
2601;2;0;2
2602;2;0;2
2603;9;1;8
2604;2;0;2
2605;4;0;4
2606;2;0;2
2607;3;1;2
2608;3;0;3
2610;1;0;1
2611;2;0;2
2612;2;0;2
2613;1;1;0
2615;3;0;3
2616;2;0;2
2617;1;0;1
2618;6;0;6
2619;2;0;2
2621;4;0;4
2622;11;0;11
2623;12;0;12
2624;1;0;1
2625;0;3;-3
2626;3;0;3
2628;2;0;2
2629;2;0;2
2630;1;0;1
2631;4;0;4
2632;1;0;1
2633;8;0;8
2634;2;0;2
2635;8;0;8
2636;3;0;3
2637;3;0;3
2638;6;0;6
2639;1;0;1
2641;10;0;10
2642;1;0;1
2643;2;0;2
2644;2;0;2
2647;1;0;1
2648;2;0;2
2649;2;0;2
2650;2;0;2
2651;6;0;6
2653;1;0;1
2654;2;0;2
2655;1;0;1
2656;1;0;1
2657;2;0;2
2658;1;0;1
2659;2;0;2
2660;1;0;1
2661;2;0;2
2662;5;0;5
2664;3;0;3
2665;3;0;3
2666;14;0;14
2667;2;0;2
2669;9;0;9
2671;1;0;1
2672;7;0;7
2673;6;0;6
2674;23;0;23
2675;3;0;3
2677;8;0;8
2678;9;0;9
2679;1;0;1
2680;15;0;15
2681;12;0;12
2682;6;2;4
2683;1;0;1
2684;3;0;3
2685;4;0;4
2686;1;0;1
2687;3;0;3
2688;3;0;3
2689;2;0;2
2690;1;0;1
2691;1;0;1
2694;3;2;1
2695;5;0;5
2696;0;1;-1
2699;2;0;2
2700;4;0;4
2701;7;0;7
2702;1;0;1
2703;5;0;5
2706;1;0;1
2707;1;0;1
2708;2;0;2
2709;1;0;1
2711;3;0;3
2712;6;0;6
2713;1;0;1
2714;1;0;1
2715;4;0;4
2716;1;0;1
2717;1;0;1
2718;4;0;4
2719;3;0;3
2721;1;0;1
2724;3;0;3
2726;1;0;1
2728;2;0;2
2729;1;0;1
2730;4;0;4
2731;2;0;2
2732;1;0;1
2733;4;0;4
2734;1;0;1
2735;10;0;10
2737;1;0;1
2738;8;0;8
2739;1;0;1
2740;11;0;11
2742;1;0;1
2743;4;1;3
2745;1;0;1
2746;9;0;9
2748;1;0;1
2749;3;0;3
2750;6;0;6
2751;1;0;1
2752;2;0;2
2753;2;0;2
2754;1;0;1
2755;1;0;1
2756;3;0;3
2759;4;0;4
2760;5;0;5
2761;3;0;3
2762;2;0;2
2763;3;0;3
2764;1;0;1
2765;9;0;9
2767;5;0;5
2768;2;0;2
2769;10;0;10
2770;6;0;6
2771;1;0;1
2772;1;0;1
2773;1;0;1
2774;1;0;1
2776;4;0;4
2777;1;0;1
2778;1;0;1
2779;2;0;2
2780;6;0;6
2781;1;0;1
2782;0;3;-3
2784;2;0;2
2785;3;0;3
2786;1;0;1
2787;2;0;2
2788;6;0;6
2789;5;0;5
2790;2;0;2
2791;2;0;2
2792;3;0;3
2793;1;0;1
2794;1;0;1
2796;2;0;2
2797;1;0;1
2801;3;0;3
2802;62;0;62
2803;1;0;1
2804;1;0;1
2806;1;0;1
2807;1;0;1
2808;8;0;8
2809;40;0;40
2810;2;0;2
2813;1;0;1
2814;4;0;4
2815;1;0;1
2816;2;0;2
2817;1;0;1
2818;2;0;2
2819;5;0;5
2820;1;0;1
2821;4;0;4
2822;3;0;3
2823;5;0;5
2824;8;0;8
2825;6;0;6
2826;2;0;2
2827;4;0;4
2828;1;0;1
2829;1;0;1
2830;3;0;3
2831;3;1;2
2832;3;0;3
2833;1;0;1
2834;3;0;3
2835;1;0;1
2836;3;0;3
2837;3;1;2
2838;2;0;2
2839;5;0;5
2840;2;0;2
2841;2;0;2
2848;3;0;3
2850;2;0;2
2851;3;0;3
2852;2;0;2
2854;3;0;3
2855;1;0;1
2857;1;0;1
2858;2;0;2
2859;5;0;5
2860;1;1;0
2861;1;0;1
2863;1;0;1
2865;2;1;1
2867;6;0;6
2868;1;0;1
2869;1;0;1
2870;4;0;4
2871;2;0;2
2876;1;0;1
2878;5;0;5
2879;2;0;2
2880;2;0;2
2882;12;1;11
2883;1;0;1
2884;3;0;3
2885;3;0;3
2886;6;0;6
2887;1;0;1
2888;1;0;1
2889;5;0;5
2890;3;0;3
2891;2;0;2
2892;1;0;1
2893;1;0;1
2894;2;0;2
2895;12;0;12
2896;13;0;13
2897;18;0;18
2898;1;0;1
2900;1;1;0
2901;1;0;1
2903;3;0;3
2904;2;0;2
2905;4;0;4
2906;3;0;3
2907;5;0;5
2909;1;0;1
2910;5;0;5
2911;1;0;1
2912;1;1;0
2913;2;0;2
2914;1;0;1
2915;1;0;1
2916;5;0;5
2917;5;0;5
2918;4;0;4
2919;1;0;1
2920;2;0;2
2921;9;0;9
2922;1;0;1
2923;6;0;6
2924;2;0;2
2925;3;0;3
2926;3;2;1
2927;1;0;1
2930;6;0;6
2931;1;0;1
2936;1;0;1
2937;1;0;1
2938;6;0;6
2939;4;0;4
2940;3;0;3
2941;4;0;4
2942;4;0;4
2943;26;0;26
2944;5;0;5
2945;3;0;3
2946;5;0;5
2947;2;0;2
2948;4;0;4
2949;8;0;8
2950;6;0;6
2951;1;0;1
2955;1;0;1
2958;1;0;1
2959;3;0;3
2960;5;0;5
2962;1;0;1
2963;1;0;1
2964;1;0;1
2965;2;1;1
2966;2;0;2
2968;1;0;1
2969;3;0;3
2970;0;1;-1
2971;0;1;-1
2972;3;0;3
2975;1;0;1
2979;1;0;1
2980;2;0;2
2981;2;0;2
2982;3;0;3
2983;0;2;-2
2985;3;0;3
2987;1;0;1
2988;11;0;11
2989;3;0;3
2990;3;0;3
2991;1;0;1
2992;4;0;4
2993;3;0;3
2994;5;0;5
2995;2;1;1
2996;7;0;7
2997;6;0;6
2998;2;0;2
2999;3;0;3
3000;10;0;10
3001;2;0;2
3002;7;0;7
3003;5;0;5
3004;1;0;1
3005;8;1;7
3006;7;0;7
3007;4;0;4
3008;2;0;2
3010;1;0;1
3011;3;0;3
3012;3;0;3
3014;17;0;17
3015;3;0;3
3016;2;0;2
3017;2;0;2
3018;1;0;1
3019;1;0;1
3020;3;1;2
3022;1;0;1
3025;1;0;1
3026;1;0;1
3027;1;0;1
3028;2;1;1
3029;10;0;10
3033;4;0;4
3034;24;0;24
3035;11;0;11
3037;8;0;8
3038;2;0;2
3039;1;0;1
3040;2;0;2
3041;7;0;7
3042;1;0;1
3043;1;0;1
3045;1;0;1
3047;2;0;2
3048;1;0;1
3049;2;0;2
3050;3;0;3
3051;2;0;2
3052;2;0;2
3054;3;1;2
3057;2;0;2
3058;1;0;1
3059;2;0;2
3060;3;0;3
3061;2;0;2
3062;6;0;6
3063;2;0;2
3067;19;0;19
3068;7;0;7
3069;0;1;-1
3070;7;0;7
3071;1;0;1
3072;5;0;5
3073;11;0;11
3074;1;1;0
3075;2;1;1
3076;1;0;1
3077;1;0;1
3078;1;0;1
3079;1;0;1
3080;2;0;2
3081;1;0;1
3083;6;0;6
3085;4;0;4
3086;1;0;1
3087;4;0;4
3089;4;0;4
3090;4;0;4
3091;4;0;4
3092;1;0;1
3093;1;0;1
3094;1;0;1
3095;2;0;2
3096;3;0;3
3097;10;0;10
3100;1;0;1
3101;1;1;0
3103;5;0;5
3105;1;1;0
3106;1;0;1
3107;1;0;1
3108;15;0;15
3109;7;0;7
3111;1;0;1
3113;3;0;3
3114;3;0;3
3116;1;0;1
3117;1;0;1
3118;1;0;1
3119;1;0;1
3120;3;0;3
3121;1;0;1
3122;1;0;1
3124;3;0;3
3127;1;0;1
3129;1;0;1
3130;2;0;2
3132;29;0;29
3134;1;0;1
3135;3;0;3
3136;1;0;1
3137;2;0;2
3139;2;0;2
3140;4;0;4
3141;6;0;6
3142;1;0;1
3146;2;0;2
3147;1;0;1
3150;1;0;1
3151;1;0;1
3152;2;0;2
3153;3;0;3
3154;4;0;4
3156;1;0;1
3158;3;0;3
3159;6;0;6
3160;2;0;2
3162;4;0;4
3163;1;0;1
3165;1;0;1
3166;1;0;1
3168;4;0;4
3169;1;0;1
3171;2;0;2
3172;3;0;3
3173;3;0;3
3174;1;0;1
3176;2;0;2
3178;1;0;1
3179;1;0;1
3180;1;0;1
3182;1;0;1
3183;2;0;2
3184;2;0;2
3185;1;0;1
3186;1;0;1
3187;1;0;1
3188;1;0;1
3189;3;0;3
3190;1;0;1
3191;3;0;3
3192;1;0;1
3193;4;0;4
3194;0;1;-1
3195;1;0;1
3196;5;0;5
3197;6;0;6
3199;2;0;2
3200;4;0;4
3201;7;0;7
3202;2;0;2
3203;11;0;11
3204;10;0;10
3205;3;0;3
3206;2;0;2
3207;1;0;1
3209;1;0;1
3210;1;0;1
3211;1;0;1
3212;3;0;3
3213;3;0;3
3214;2;0;2
3215;29;0;29
3217;3;0;3
3218;1;0;1
3219;1;0;1
3220;1;0;1
3221;2;0;2
3222;1;0;1
3223;2;0;2
3224;2;0;2
3225;1;0;1
3226;1;0;1
3228;1;0;1
3230;2;0;2
3231;1;0;1
3232;2;0;2
3233;7;0;7
3234;1;0;1
3235;8;0;8
3236;1;0;1
3238;2;0;2
3240;2;0;2
3242;2;0;2
3243;9;0;9
3244;1;0;1
3245;16;0;16
3246;1;0;1
3247;2;0;2
3248;1;0;1
3249;1;0;1
3250;1;0;1
3251;2;0;2
3253;3;0;3
3254;6;0;6
3256;1;0;1
3259;1;0;1
3260;3;0;3
3263;1;0;1
3266;1;0;1
3268;0;1;-1
3270;9;0;9
3271;3;0;3
3273;1;0;1
3276;1;0;1
3277;2;0;2
3280;1;0;1
3281;1;0;1
3282;1;0;1
3283;0;1;-1
3284;1;0;1
3285;1;0;1
3287;1;0;1
3289;3;0;3
3290;1;0;1
3291;1;0;1
3292;1;0;1
3293;4;0;4
3294;1;0;1
3297;2;0;2
3298;3;0;3
3299;1;0;1
3300;2;0;2
3301;1;0;1
3302;2;0;2
3303;1;0;1
3304;1;0;1
3305;9;0;9
3307;3;0;3
3309;1;0;1
3310;7;0;7
3312;4;0;4
3314;2;0;2
3315;1;0;1
3316;14;0;14
3317;10;0;10
3318;5;0;5
3319;5;0;5
3320;1;0;1
3322;1;0;1
3324;1;0;1
3325;17;0;17
3326;3;0;3
3327;1;0;1
3328;5;0;5
3329;2;0;2
3330;1;0;1
3331;3;2;1
3332;3;0;3
3334;2;0;2
3336;1;0;1
3338;2;0;2
3339;2;0;2
3340;2;0;2
3341;1;0;1
3343;1;0;1
3344;1;0;1
3346;4;0;4
3347;5;0;5
3348;6;0;6
3349;2;0;2
3351;2;0;2
3352;2;0;2
3353;2;0;2
3354;1;0;1
3355;2;0;2
3356;4;1;3
3359;0;1;-1
3360;3;0;3
3361;1;0;1
3363;1;0;1
3364;2;0;2
3366;1;0;1
3368;1;0;1
3370;1;0;1
3371;2;0;2
3372;2;0;2
3373;1;0;1
3374;4;1;3
3375;1;0;1
3376;5;0;5
3378;1;0;1
3380;2;0;2
3381;2;0;2
3385;1;0;1
3386;1;0;1
3387;1;0;1
3388;1;0;1
3389;1;0;1
3391;1;0;1
3392;4;0;4
3393;3;0;3
3394;3;0;3
3395;3;0;3
3396;23;0;23
3397;2;0;2
3398;5;0;5
3400;1;0;1
3401;1;0;1
3402;2;0;2
3403;2;0;2
3406;1;0;1
3407;3;0;3
3408;2;0;2
3409;2;0;2
3410;3;0;3
3411;5;0;5
3412;10;0;10
3415;3;0;3
3416;2;0;2
3417;2;0;2
3418;3;0;3
3419;2;0;2
3420;2;0;2
3423;2;0;2
3424;2;0;2
3425;1;0;1
3426;11;0;11
3427;2;0;2
3428;1;0;1
3431;11;0;11
3432;4;0;4
3433;1;0;1
3434;2;0;2
3435;1;0;1
3436;2;0;2
3437;9;1;8
3438;17;0;17
3439;1;0;1
3440;4;0;4
3442;1;0;1
3443;2;0;2
3444;2;0;2
3445;1;0;1
3446;1;0;1
3449;0;1;-1
3450;1;0;1
3451;0;1;-1
3454;1;0;1
3455;0;1;-1
3457;2;0;2
3458;6;0;6
3459;2;0;2
3460;6;0;6
3461;1;0;1
3463;1;0;1
3464;1;0;1
3465;3;0;3
3466;1;0;1
3468;2;0;2
3469;1;0;1
3470;2;0;2
3471;1;1;0
3473;1;0;1
3474;1;0;1
3475;1;0;1
3476;1;0;1
3477;2;0;2
3478;1;0;1
3479;3;0;3
3480;12;0;12
3481;2;0;2
3482;1;0;1
3483;5;0;5
3484;1;0;1
3485;1;0;1
3486;3;0;3
3487;2;0;2
3488;6;0;6
3489;3;0;3
3490;4;0;4
3492;2;0;2
3493;6;0;6
3494;1;0;1
3495;1;0;1
3496;1;0;1
3497;4;0;4
3498;3;0;3
3499;22;0;22
3500;1;0;1
3502;1;0;1
3503;1;0;1
3504;1;0;1
3505;1;0;1
3507;1;0;1
3510;2;0;2
3511;1;0;1
3512;1;0;1
3513;2;0;2
3515;2;0;2
3516;3;0;3
3517;3;0;3
3518;1;0;1
3519;1;0;1
3520;1;0;1
3522;4;0;4
3525;1;0;1
3526;1;0;1
3527;2;0;2
3528;2;0;2
3529;4;0;4
3530;1;0;1
3531;4;0;4
3532;13;0;13
3533;1;0;1
3534;3;1;2
3535;2;0;2
3536;5;0;5
3537;3;0;3
3538;1;0;1
3539;1;0;1
3540;2;0;2
3541;5;0;5
3542;3;0;3
3543;4;0;4
3544;6;0;6
3546;3;0;3
3547;3;0;3
3548;2;0;2
3550;1;0;1
3551;1;0;1
3552;2;0;2
3553;1;0;1
3555;4;0;4
3556;4;0;4
3557;3;0;3
3558;32;0;32
3559;1;0;1
3560;0;1;-1
3561;2;0;2
3562;1;0;1
3563;0;1;-1
3565;1;0;1
3567;1;0;1
3571;1;0;1
3573;2;0;2
3574;4;0;4
3575;4;0;4
3577;6;0;6
3578;10;0;10
3579;1;0;1
3581;1;0;1
3583;2;0;2
3584;1;0;1
3587;1;0;1
3588;2;0;2
3589;1;0;1
3591;6;0;6
3592;2;0;2
3596;1;0;1
3597;1;0;1
3598;1;0;1
3599;1;0;1
3601;3;0;3
3603;4;0;4
3604;1;0;1
3605;10;0;10
3606;28;1;27
3607;1;0;1
3608;79;1;78
3609;5;0;5
3610;10;0;10
3611;1;0;1
3612;16;0;16
3614;1;0;1
3615;4;0;4
3616;7;0;7
3617;3;0;3
3618;1;0;1
3619;8;0;8
3620;4;0;4
3621;5;0;5
3622;4;0;4
3623;5;0;5
3626;1;0;1
3627;3;0;3
3628;1;0;1
3630;2;0;2
3631;3;1;2
3632;3;0;3
3633;3;0;3
3634;1;0;1
3635;5;0;5
3637;8;1;7
3639;1;0;1
3640;1;0;1
3642;1;0;1
3643;6;0;6
3644;1;0;1
3645;2;0;2
3646;1;0;1
3647;3;0;3
3650;1;0;1
3651;1;0;1
3652;1;0;1
3655;1;0;1
3656;2;0;2
3657;2;0;2
3658;1;0;1
3659;1;0;1
3660;3;0;3
3661;2;0;2
3662;2;0;2
3664;1;0;1
3665;1;0;1
3667;3;0;3
3668;1;0;1
3669;6;0;6
3671;4;0;4
3672;1;0;1
3674;6;0;6
3675;10;0;10
3676;3;0;3
3677;2;0;2
3678;1;0;1
3679;2;0;2
3680;12;0;12
3681;2;0;2
3682;2;0;2
3684;4;0;4
3685;2;0;2
3686;11;0;11
3687;1;0;1
3688;6;0;6
3690;1;0;1
3691;1;0;1
3692;1;0;1
3693;2;0;2
3695;3;0;3
3696;1;0;1
3697;5;0;5
3698;1;0;1
3701;1;0;1
3702;2;0;2
3703;1;0;1
3704;9;1;8
3705;1;0;1
3706;1;0;1
3708;4;0;4
3709;1;0;1
3710;1;0;1
3711;1;0;1
3712;1;0;1
3713;1;0;1
3714;1;0;1
3715;3;0;3
3718;1;0;1
3719;2;0;2
3720;4;0;4
3721;4;0;4
3722;2;0;2
3723;2;0;2
3724;3;0;3
3725;58;0;58
3726;6;0;6
3727;2;0;2
3728;6;0;6
3730;17;2;15
3731;1;0;1
3732;2;0;2
3733;4;0;4
3734;2;3;-1
3736;5;2;3
3737;1;0;1
3740;1;1;0
3741;5;1;4
3742;3;0;3
3743;2;0;2
3744;1;0;1
3746;1;5;-4
3747;1;2;-1
3748;2;0;2
3749;3;0;3
3750;1;0;1
3753;6;0;6
3754;0;1;-1
3755;3;0;3
3756;2;0;2
3758;1;0;1
3761;3;0;3
3762;7;2;5
3764;2;0;2
3766;1;0;1
3767;2;0;2
3768;1;0;1
3769;3;0;3
3770;1;0;1
3772;1;0;1
3773;3;0;3
3774;1;0;1
3775;3;0;3
3776;3;0;3
3777;5;0;5
3778;1;0;1
3779;3;0;3
3782;3;0;3
3783;4;0;4
3784;1;0;1
3785;2;0;2
3787;1;0;1
3788;1;0;1
3789;4;0;4
3790;2;0;2
3791;1;0;1
3792;1;0;1
3793;1;0;1
3794;1;0;1
3796;2;0;2
3797;9;1;8
3799;0;5;-5
3800;5;0;5
3801;6;0;6
3802;1;0;1
3803;10;0;10
3805;12;1;11
3806;51;1;50
3807;6;0;6
3808;1;1;0
3809;12;0;12
3810;18;0;18
3811;4;0;4
3812;8;0;8
3813;1;0;1
3814;5;0;5
3815;8;0;8
3816;20;0;20
3817;5;0;5
3819;1;0;1
3820;15;0;15
3821;21;0;21
3822;6;0;6
3823;4;0;4
3824;1;0;1
3825;6;0;6
3826;4;0;4
3828;10;0;10
3829;4;0;4
3830;1;0;1
3831;18;0;18
3833;1;0;1
3834;4;0;4
3835;2;1;1
3836;4;1;3
3839;4;0;4
3840;1;0;1
3842;4;0;4
3843;1;0;1
3845;2;0;2
3846;1;1;0
3848;22;0;22
3851;0;1;-1
3852;2;0;2
3854;3;0;3
3856;1;0;1
3857;3;1;2
3858;1;0;1
3859;3;1;2
3860;1;0;1
3862;3;0;3
3863;2;0;2
3864;8;1;7
3866;1;0;1
3867;2;0;2
3868;1;0;1
3869;1;0;1
3870;2;0;2
3871;2;1;1
3872;1;0;1
3873;1;0;1
3874;2;0;2
3875;23;0;23
3876;1;0;1
3877;3;0;3
3878;7;0;7
3879;1;0;1
3880;1;0;1
3882;11;0;11
3884;15;0;15
3885;1;0;1
3886;2;0;2
3887;17;0;17
3888;13;1;12
3889;8;0;8
3890;6;0;6
3891;3;0;3
3893;4;0;4
3895;3;1;2
3896;1;0;1
3899;6;0;6
3900;2;0;2
3902;2;0;2
3905;2;0;2
3906;1;0;1
3908;1;0;1
3909;3;0;3
3910;2;0;2
3911;2;0;2
3912;2;0;2
3913;2;0;2
3914;1;0;1
3916;2;0;2
3917;1;0;1
3918;1;0;1
3919;3;0;3
3920;3;0;3
3921;0;3;-3
3922;1;0;1
3923;1;1;0
3924;3;0;3
3926;1;0;1
3927;3;0;3
3928;7;0;7
3929;3;0;3
3933;4;0;4
3934;1;0;1
3935;6;0;6
3938;1;0;1
3940;3;0;3
3942;8;0;8
3943;6;0;6
3944;4;0;4
3945;8;0;8
3946;6;0;6
3947;1;0;1
3948;2;0;2
3949;5;0;5
3951;1;0;1
3952;1;0;1
3953;10;0;10
3954;1;0;1
3955;9;0;9
3956;2;0;2
3958;2;0;2
3959;2;0;2
3960;1;0;1
3962;0;3;-3
3965;3;2;1
3966;1;0;1
3968;1;0;1
3969;3;0;3
3970;6;0;6
3972;2;0;2
3975;3;0;3
3976;3;0;3
3977;4;0;4
3978;1;0;1
3980;1;0;1
3982;4;0;4
3984;1;0;1
3985;6;0;6
3986;18;0;18
3988;3;0;3
3989;1;0;1
3990;14;0;14
3993;5;0;5
3994;1;0;1
3995;1;0;1
3996;1;0;1
3997;10;3;7
3999;1;0;1
4001;3;0;3
4002;17;0;17
4004;4;0;4
4005;8;0;8
4006;2;0;2
4007;1;0;1
4008;6;0;6
4010;1;0;1
4011;2;0;2
4012;8;0;8
4013;4;0;4
4014;1;0;1
4015;2;0;2
4016;6;0;6
4017;7;0;7
4019;5;0;5
